umap_n_neighbors,umap_n_components,umap_min_dist,hdbscan_min_cluster_size,hdbscan_min_samples,hdbscan_cluster_selection_method,hdbscan_cluster_selection_epsilon,n_clusters,noise_ratio,topic_-1_count,topic_0_count,topic_1_count,largest_topic_count,largest_topic_ratio,top3_topic_ratio,topic_entropy,balance_score,status,note
5,10,0.0,75,30.0,eom,0.0,62,0.3820271085293464,12035,75,122,1732,0.0549788908992794,0.1610005396311462,3.639296774172695,0.836698092245183,ok,
5,10,0.0,100,,eom,0.0,34,0.4514808113512998,14223,122,988,3100,0.0984033266673015,0.1815700092054725,3.045522634282484,0.798720756753325,ok,
5,10,0.0,100,10.0,eom,0.0,57,0.3617433260324413,11396,122,133,1722,0.0546614608132558,0.1357648477922737,3.696769822339344,0.8479255943878361,ok,
5,10,0.0,100,30.0,eom,0.0,50,0.3914865250928483,12333,122,130,1940,0.0615814366885693,0.1676030854204361,3.490835380133708,0.8305589943814875,ok,
5,10,0.0,125,,eom,0.0,22,0.4985239500999904,15705,133,898,2867,0.0910072056629527,0.1783957083452369,2.810910954089802,0.7341281782687363,ok,
5,10,0.0,125,10.0,eom,0.0,45,0.3421261467161857,10778,133,131,1823,0.0578675046820937,0.1623337459924451,3.469561411214237,0.847535155382027,ok,
5,10,0.0,125,30.0,eom,0.0,42,0.4054217058692823,12772,130,131,1940,0.0615814366885693,0.1676030854204361,3.3526507114911475,0.8263784401485572,ok,
5,10,0.0,150,,eom,0.0,19,0.4846839983493635,15269,896,811,3616,0.1147827191061168,0.2042662603561565,2.6640007831517427,0.7059733993587912,ok,
5,10,0.0,150,10.0,eom,0.0,39,0.3587277402152176,11301,172,926,1823,0.0578675046820937,0.1623337459924451,3.372031559959567,0.8425546773323176,ok,
5,10,0.0,150,30.0,eom,0.0,34,0.4082468336348919,12861,199,339,1940,0.0615814366885693,0.1676030854204361,3.219760323848538,0.8255309018188743,ok,
5,10,0.0,175,,eom,0.0,20,0.5317588801066565,16752,895,796,2851,0.090499317525315,0.1684601466526997,2.742150010943302,0.7129638447132018,ok,
5,10,0.0,175,10.0,eom,0.0,33,0.3727264070088563,11742,926,220,1823,0.0578675046820937,0.1623337459924451,3.244841272140917,0.8383550772942259,ok,
5,10,0.0,175,30.0,eom,0.0,27,0.4104371012284544,12930,199,339,1940,0.0615814366885693,0.1676030854204361,3.066823647018919,0.8048738215408057,ok,
5,10,0.0,200,,eom,0.0,18,0.5383931689045488,16961,895,788,2989,0.09487985271244,0.1806812049646065,2.6556169010707995,0.6938818525219821,ok,
5,10,0.0,200,10.0,eom,0.0,27,0.3472367711011649,10939,926,423,2013,0.0638986763165412,0.1764276418118909,3.081383970562426,0.82137383741231,ok,
5,10,0.0,200,30.0,eom,0.0,25,0.4227533885661683,13318,339,926,1940,0.0615814366885693,0.1676030854204361,3.013825824594768,0.7878456020061582,ok,
5,10,0.0,225,,eom,0.0,16,0.5550899914293876,17487,895,786,3013,0.0956416849188966,0.1882360410119671,2.5459724157612045,0.673799955559788,ok,
5,10,0.0,225,10.0,eom,0.0,25,0.349744468780751,11018,926,423,2013,0.0638986763165412,0.1764276418118909,3.0372965593498127,0.8072881947751007,ok,
5,10,0.0,225,30.0,eom,0.0,25,0.4227533885661683,13318,339,926,1940,0.0615814366885693,0.1676030854204361,3.013825824594768,0.7878456020061582,ok,
5,10,0.0,250,,eom,0.0,12,0.5049360378376663,15907,894,776,3023,0.0959591150049201,0.2802907659587976,2.2285040521711514,0.6436733009554645,ok,
5,10,0.0,250,10.0,eom,0.0,23,0.3514268482366758,11071,926,423,2013,0.0638986763165412,0.1764276418118909,2.986832841411072,0.79345014760499,ok,
5,10,0.0,250,30.0,eom,0.0,22,0.4252928292543567,13398,339,926,1940,0.0615814366885693,0.1676030854204361,2.925241689330414,0.7670837697997017,ok,
5,10,0.0,300,,eom,0.0,12,0.5571532869885407,17552,823,890,2998,0.0951655397898612,0.2471828079865409,2.231260983698593,0.6348677903691713,ok,
5,10,0.0,300,10.0,eom,0.0,22,0.3596482874646859,11330,926,423,2013,0.0638986763165412,0.1764276418118909,2.956342513193025,0.7843170491699203,ok,
5,10,0.0,300,30.0,eom,0.0,20,0.4429419420372663,13954,339,926,1940,0.0615814366885693,0.1676030854204361,2.8544793398653114,0.7484557026314954,ok,
5,10,0.05,50,,eom,0.0,76,0.4631304955083642,14590,51,54,1640,0.0520585341078627,0.1529060724375456,3.722550427683409,0.8148620766276227,ok,
5,10,0.05,50,10.0,eom,0.0,125,0.4206900930070152,13253,54,51,807,0.0256166079421007,0.0709456242262641,4.534801073037388,0.8519188648700124,ok,
5,10,0.05,50,30.0,eom,0.0,90,0.4173253340951655,13147,51,54,1655,0.052534679236898,0.1330349490524711,3.930687814430888,0.8324350061898866,ok,
5,10,0.05,75,,eom,0.0,41,0.4827476748246199,15208,122,77,2819,0.0894835412500396,0.1893470463130495,3.12527542301909,0.7904612259149923,ok,
5,10,0.05,75,10.0,eom,0.0,80,0.441672221693172,13914,75,122,1688,0.0535821985207758,0.123734247531981,3.98888685626267,0.8266768244294194,ok,
5,10,0.05,75,30.0,eom,0.0,3,0.0340602482303272,1073,75,122,30233,0.9596863790750088,0.9659397517696728,0.0433823878636475,0.3286880614544646,ok,
5,10,0.05,100,,eom,0.0,28,0.4941116719042631,15566,122,141,2972,0.0943402215662,0.1698568390312033,2.9447933068021888,0.776159730819287,ok,
5,10,0.05,100,10.0,eom,0.0,2,0.0341872202647366,1077,122,30304,30304,0.961940132685776,0.9658127797352634,0.0261314977749545,0.3213325715011269,ok,
5,10,0.05,100,30.0,eom,0.0,2,0.0364409738755039,1148,122,30233,30233,0.9596863790750088,0.963559026124496,0.0261832104843953,0.3217833222232802,ok,
5,10,0.05,125,,eom,0.0,21,0.5431228771862997,17110,842,233,2824,0.0896422562930514,0.1596990762784496,2.7841406973465523,0.7182306447005048,ok,
5,10,0.05,125,10.0,eom,0.0,41,0.4050090467574517,12759,130,138,1824,0.0578992476906961,0.1528108434117385,3.41673940272938,0.830565342983208,ok,
5,10,0.05,125,30.0,eom,0.0,32,0.4571310668825191,14401,1006,205,1868,0.0592959400691997,0.16401612544837,3.15337160126139,0.8122686728248103,ok,
5,10,0.05,150,,eom,0.0,21,0.5771196393994222,18181,842,718,1647,0.0522807351680792,0.1227819572739104,2.8806875841558126,0.7266234961749675,ok,
5,10,0.05,150,10.0,eom,0.0,35,0.4129765419166428,13010,244,205,1824,0.0578992476906961,0.1528108434117385,3.3040974401108123,0.8281750944354507,ok,
5,10,0.05,150,30.0,eom,0.0,29,0.4373234295146494,13777,1006,205,1868,0.0592959400691997,0.16401612544837,3.0958193007831234,0.8115442973685045,ok,
5,10,0.05,175,,eom,0.0,18,0.5675967368187157,17881,835,704,2766,0.0878011617941148,0.1684601466526997,2.649800137094078,0.6896886010856109,ok,
