stage,umap_n_neighbors,umap_n_components,umap_min_dist,umap_metric,umap_random_state,hdbscan_min_cluster_size,hdbscan_min_samples,hdbscan_cluster_selection_method,hdbscan_cluster_selection_epsilon,hdbscan_metric,status,note,n_clusters,noise_ratio,topic_-1_count,topic_0_count,topic_1_count,largest_topic_count,largest_topic_ratio,top3_topic_ratio,topic_entropy,balance_score,stability_rank
stage2,5,5,0.0,cosine,123,50,5.0,leaf,0.0,euclidean,ok,完成,63,0.4182911277099654,4592,68,72,360,0.03279285844416105,0.06959373292038623,0.97439321457149,0.870030971032975,8
stage2,5,5,0.0,cosine,2026,50,5.0,leaf,0.0,euclidean,ok,完成,58,0.4110949171069412,4513,69,64,308,0.028056112224448898,0.07332847513208235,0.9704842958176004,0.8727409364182912,8
stage2,5,5,0.0,cosine,3407,50,5.0,leaf,0.0,euclidean,ok,完成,62,0.44124612862087814,4844,72,85,273,0.024867917653488794,0.06932045910001822,0.9741928358491281,0.8671206048460558,8
stage2,5,5,0.0,cosine,20240603,50,5.0,leaf,0.0,euclidean,ok,完成,60,0.43887775551102204,4818,70,92,295,0.02687192566952086,0.07423938786664237,0.9716963045143804,0.8660275095645837,8
stage2,5,5,0.0,cosine,42,50,10.0,eom,0.2,euclidean,ok,完成,44,0.3532519584623793,3878,72,70,592,0.053926033885953725,0.14192020404445255,0.938241881199722,0.8644288577154309,9
stage2,5,5,0.0,cosine,123,50,10.0,eom,0.2,euclidean,ok,完成,46,0.36400072873018763,3996,68,72,766,0.06977591546729824,0.16086718892330115,0.9206027863920602,0.8524048096192385,9
stage2,5,5,0.0,cosine,2026,50,10.0,eom,0.2,euclidean,ok,完成,43,0.3664601931134997,4023,69,64,1034,0.09418837675350701,0.1845509200218619,0.9060091436285268,0.8385088358535253,9
stage2,5,5,0.0,cosine,3407,50,10.0,eom,0.2,euclidean,ok,完成,47,0.40216797230825285,4415,72,74,561,0.05110220440881764,0.1308070686828202,0.9386371004473909,0.8554108216432865,9
stage2,5,5,0.0,cosine,20240603,50,10.0,eom,0.2,euclidean,ok,完成,36,0.3282018582619785,3603,70,92,865,0.07879395153944252,0.17954089998178174,0.911303137671369,0.8544634723993441,9
stage2,5,5,0.0,cosine,42,50,10.0,leaf,0.1,euclidean,ok,完成,53,0.4570049189287666,5017,72,70,256,0.023319366004736747,0.06640553834942613,0.973718496432751,0.8643058844962652,10
stage2,5,5,0.0,cosine,123,50,10.0,leaf,0.1,euclidean,ok,完成,57,0.4649298597194389,5104,68,72,299,0.027236290763344873,0.07278192749134633,0.9710227266853734,0.8596784478047004,10
stage2,5,5,0.0,cosine,2026,50,10.0,leaf,0.1,euclidean,ok,完成,54,0.48834031699763164,5361,69,64,277,0.025232282747312807,0.07077791947531427,0.966719438922597,0.8549280378939697,10
stage2,5,5,0.0,cosine,3407,50,10.0,leaf,0.1,euclidean,ok,完成,59,0.4970850792494079,5457,72,74,236,0.02149754053561669,0.06321734377846602,0.9758508126893083,0.855561122244489,10
stage2,5,5,0.0,cosine,20240603,50,10.0,leaf,0.1,euclidean,ok,完成,56,0.469575514665695,5155,70,92,321,0.029240298779376936,0.08061577700856258,0.9682989288920413,0.8562488613590817,10
